topic	intent	response	paraphrase	sentence	text	genre	emotion	comments
	topic-sick-child-in-hospital-no	1	1	2	How long have you been here?			
	topic-surveyor-node-check-nice-no	1	1	1	Well, that's no good.			
	topic-surveyor-node-check-nice-no	1	1	2	Why don't you feel nice?			
	topic-child-happiness-very-sure	1	1	1	Are you sure?			
	topic-child-happiness-very-sure	1	1	2	I'm kidding!			
	topic-child-happiness-very-sure	1	1	3	That's a good one.			
	topic-child-happiness-very-sure	1	1	4	I'll have to write that down.			
	topic-child-happiness-handle-very-nice-yes	1	1	1	You do?!			
	topic-child-happiness-handle-very-nice-yes	1	1	2	I was going to say, you sure seem nice to me.			
	topic-child-happiness-sure-no	1	1	1	That's okay.			
	topic-child-happiness-sure-no	1	1	2	Being unsure is an emotion too.			
	topic-child-happiness-sure-no	1	1	3	At least, I think it is.			
	topic-sick-child-friends-visited-no-fallback-yes	1	1	1	You do?			
	topic-sick-child-friends-visited-no-fallback-yes	1	1	2	What's their name?			
	topic-sick-child-checklist-feel-good-yes	1	1	1	Good.			
	topic-sick-child-checklist-feel-good-yes	1	1	2	Next question.			
	topic-sick-child-checklist-feel-relaxed	1	1	1	Do you feel relaxed?			
	topic-spanish-child-feel-fallback-happy	1	1	1	And why do you feel happy?			
	topic-child-anxiety-trouble-fascinating	1	1	1	Isn't that fascinating?			
	topic-child-happiness-handle-moderate-calm	1	1	1	Are you feeling moderately calm?			
	topic-surveyor-node-check-frightened-yes	1	1	1	Oh, no!			
	topic-surveyor-node-check-frightened-yes	1	1	2	Did you see a magnet?			
	engage-in-smalltalk-yes	1	1	1	Wonderful!			
	engage-in-smalltalk-yes	1	2	1	So exciting!			
	engage-in-smalltalk-yes	1	3	1	Cool!			
	engage-in-smalltalk-yes	1	1	1	So last time I remember coming up with awesome nicknames for you.			
	engage-in-smalltalk-yes	1	1	2	$person_name_first_letter - Dog.			
	engage-in-smalltalk-yes	1	1	3	The $person_name_first_letter - Meister.			
	engage-in-smalltalk-yes	1	1	4	$person_name_first_letter - Town.			
	engage-in-smalltalk-yes	1	1	1	What topic should we discuss next...			
	engage-in-smalltalk-yes	1	1	2	Hmm...			
	engage-in-smalltalk-yes	1	1	3	Got one.			
	topic-spanish-child-haru-tells-joke-no	1	1	1	Oh.			
	topic-spanish-child-haru-tells-joke-no	1	1	2	Well, that's OK.			
	topic-spanish-child-haru-tells-joke-no	1	1	3	Thank you for being honest with me.			
	topic-spanish-child-haru-tells-joke-no	1	1	4	What if I learned another joke for next time.			
	topic-spanish-child-haru-tells-joke-no	1	1	5	A way better joke than this one.			
	topic-spanish-child-haru-tells-joke-no	1	1	6	Would you like that?			
	topic-spanish-child-continues-conversation	1	1	1	I am a very cool robot.			
	topic-spanish-child-continues-conversation	1	1	2	I can definitely make you happy.			
	topic-spanish-child-continues-conversation	1	1	3	If you want, we can try other conversations.What do you say?			
	topic-introduction-end	1	1	1	Well, speaking of time.			
	topic-introduction-end	1	1	2	I think that concludes our smalltalk experiment.			
	topic-introduction-end	1	1	3	Thank you so much.			
	topic-introduction-end	1	1	4	This was highly useful information about human interactions.			
	topic-sick-child-checklist-feel-frightened	1	1	1	We're halfway there!			
	topic-sick-child-checklist-feel-frightened	1	1	2	Let's see...			
	topic-sick-child-checklist-feel-frightened	1	1	3	Do you feel frightened?			
	topic-sick-child-checklist-feel-troubled-yes	1	1	1	We all need some troubleshooting once in a while.			
	topic-spanish-child-interaction-no	1	1	1	Oh.			
	topic-spanish-child-interaction-no	1	1	2	Okay.			
	topic-spanish-child-interaction-no	1	1	3	Well, let's talk about something else for a bit.			
	topic-sick-child-checklist-feel-nice-no	1	1	1	You may not feel nice, but you're being very nice to me.			
	topic-spanish-child-feel-fallback-sad	1	1	1	And why do you feel sad?			
	topic-spanish-child-interaction-yes-custom-very-calm	1	1	1	Wow.			
	topic-spanish-child-interaction-yes-custom-very-calm	1	1	2	That's good.			
	topic-sick-child-missing-school-yes-friends	1	1	1	Yeah, I would miss my friends too.			
	topic-child-happiness-cheerful-yes	1	1	1	Do you feel very cheerful?			
	topic-spanish-child-interaction-yes-custom-not-calm	1	1	1	I think I know something that will relax you.			
	topic-child-happiness-very-good-yes	1	1	1	Hey, me too!			
	topic-child-happiness-very-good-yes	1	1	2	On the count of three, tell me one thing that makes you feel good.			
	topic-child-happiness-very-good-yes	1	1	3	Ready?			
	topic-child-happiness-very-good-yes	1	1	4	One, two, three.			
	topic-sick-child-checklist-feel-satisfied-yes	1	1	1	Sounds like someone ate a Snickers.			
	topic-intro	1	1	1	Hello there, Buddy!			
	topic-intro	1	1	1	Do you have any other name other than Buddy?			
	command-conversation-end-no-memory	1	1	1	The conversation has been ended.			
	command-conversation-end-no-memory	1	1	2	See you later!			
	command-conversation-end-no-memory	1	1	3	Good bye.			
	topic-child-happiness-moderate-good-no	1	1	1	I'm glad you feel good!			
	topic-child-happiness-moderate-good-no	1	1	2	On the count of three, tell me one thing that makes you feel good.			
	topic-child-happiness-moderate-good-no	1	1	3	Ready?			
	topic-child-happiness-moderate-good-no	1	1	4	One, two, three.			
	topic-child-in-hospital-tells-joke	1	1	1	I'm sure doctors here are very nice and I am sure they tell you lot of jokes.			
	topic-child-in-hospital-tells-joke	1	1	2	Let me tell you one.			
	topic-child-in-hospital-tells-joke	1	1	1	“A cat was walking on a roof mewing, 'Meow, meow!' Another cat approached him saying, “Woof, woof!” Then the first cat asked: 'Hey, why are you barking if you're a cat?' And the other answered: 'Can't I learn languages?'			
	topic-child-in-hospital-tells-joke	1	1	1	did you like it?			
	topic-sick-child-checklist-feel-happy-yes	1	1	1	I love being happy.			
